"yearn-finance","ethereum","numeraire","curve-dao-token","fantom","uniswap","wrapped-bitcoin","celsius-degree-token","compound-coin","nexo","maker","aave","balancer","bancor"
1,0.835384089899236,0.756145736810997,0.628906876780628,0.355393572737615,0.600076287990259,0.430937853662596,0.790988216021402,-0.256805619178385,0.686529818183727,0.774548710876919,0.480142837187298,0.661566533770795,0.156468214880646
0.835384089899236,1,0.7042855680694,0.55277962956748,0.60629035433818,0.790904821496631,0.427893781189318,0.63349031838475,-0.440422424583837,0.812428670529786,0.926433896104392,0.40719403177101,0.768367813080475,0.28336531795991
0.756145736810997,0.7042855680694,1,0.594175825898967,0.429817043667419,0.687997897042726,0.624268318585345,0.784051919116228,-0.599517895536094,0.853764895776858,0.584973666395021,0.0283175782796857,0.743726143001417,0.383638310930777
0.628906876780628,0.55277962956748,0.594175825898967,1,0.0609051958493553,0.298800592292787,0.379217094798054,0.542255090355636,-0.368241429381008,0.429039535071838,0.446020413167326,0.516281027991753,0.637341987031012,-0.0244696115214622
0.355393572737615,0.60629035433818,0.429817043667419,0.0609051958493553,1,0.738253913925749,0.42327746376321,0.191724206329299,-0.364932919546438,0.632550447271751,0.516104941333652,-0.0208940589417394,0.482687455997444,0.577909229462669
0.600076287990259,0.790904821496631,0.687997897042726,0.298800592292787,0.738253913925749,1,0.63824166775651,0.443664422777418,-0.630291740304038,0.901514980088918,0.69405943784408,0.0665208270982812,0.785630673586178,0.684346555965482
0.430937853662596,0.427893781189318,0.624268318585345,0.379217094798054,0.42327746376321,0.63824166775651,1,0.428609535684994,-0.645877455936422,0.682725422135177,0.158354572437617,-0.126840823371861,0.746310834778422,0.779532370770143
0.790988216021402,0.63349031838475,0.784051919116228,0.542255090355636,0.191724206329299,0.443664422777418,0.428609535684994,1,-0.329080898091715,0.576548458149371,0.506769702173026,0.251193389251448,0.487189653440518,0.124398093773372
-0.256805619178385,-0.440422424583837,-0.599517895536094,-0.368241429381008,-0.364932919546438,-0.630291740304038,-0.645877455936422,-0.329080898091715,1,-0.66909672167022,-0.267451016724198,0.198681138423573,-0.705687116313052,-0.555471879763612
0.686529818183727,0.812428670529786,0.853764895776858,0.429039535071838,0.632550447271751,0.901514980088918,0.682725422135177,0.576548458149371,-0.66909672167022,1,0.723775970443125,-0.032765833305371,0.812793569014079,0.583615479728633
0.774548710876919,0.926433896104392,0.584973666395021,0.446020413167326,0.516104941333652,0.69405943784408,0.158354572437617,0.506769702173026,-0.267451016724198,0.723775970443125,1,0.443334895934701,0.5880045120602,0.0725580824299202
0.480142837187298,0.40719403177101,0.0283175782796857,0.516281027991753,-0.0208940589417394,0.0665208270982812,-0.126840823371861,0.251193389251448,0.198681138423573,-0.032765833305371,0.443334895934701,1,0.197308115841033,-0.354840863211261
0.661566533770795,0.768367813080475,0.743726143001417,0.637341987031012,0.482687455997444,0.785630673586178,0.746310834778422,0.487189653440518,-0.705687116313052,0.812793569014079,0.5880045120602,0.197308115841033,1,0.57534245200345
0.156468214880646,0.28336531795991,0.383638310930777,-0.0244696115214622,0.577909229462669,0.684346555965482,0.779532370770143,0.124398093773372,-0.555471879763612,0.583615479728633,0.0725580824299202,-0.354840863211261,0.57534245200345,1
